co_posicao;sg_area;co_item;tx_gabarito;co_habilidade;in_item_aban;tx_motivo_aban;nu_param_a;nu_param_b;nu_param_c;tx_cor;co_prova;id;ano;cor;meio_aplicacao;num_questao;area;texto_questao;texto_base;alternativa_a;alternativa_b;alternativa_c;alternativa_d;alternativa_e;tp_lingua;in_item_adaptado;tp_versao_digital
56;CH;112106;D;27.0;0;;1.93888;0.76774;0.16887;AMARELA;568;56_CH_AMARELA_568_0;2020.0;AMARELA;0.0;56.0;;          “Devo estar chegando perto do centro da Terra. Deixe ver: deve ter sido mais de seis mil quilômetros, por aí...” (como se vê, Alice tinha aprendido uma porção de coisas desse tipo na escola, e embora essa não fosse uma oportunidade lá muito boa de demonstrar conhecimentos, já que não havia ninguém por perto para escutá-la, em todo caso era bom praticar um pouco) “... sim, deve ser mais ou menos essa a distância... mas então qual seria a latitude ou longitude em que estou?” (Alice não tinha a menor ideia do que fosse latitude ou longitude, mas achou que eram palavras muito imponentes).CARROLL, L. Aventuras de Alice: no País das Maravilhas, Através do espelho e outros textos. São Paulo: Summus, 1980.O texto descreve uma confusão da personagem em relaçãoA  ao tipo de projeção cartográfica.B  aos contornos dos fusos horários.C  à localização do norte magnético.D  aos referenciais de posição relativa.E  às distorções das formas continentais.; “Devo estar chegando perto do centro da Terra. Deixe ver: deve ter sido mais de seis mil quilômetros, por aí...” (como se vê, Alice tinha aprendido uma porção de coisas desse tipo na escola, e embora essa não fosse uma oportunidade lá muito boa de demonstrar conhecimentos, já que não havia ninguém por perto para escutá-la, em todo caso era bom praticar um pouco) “... sim, deve ser mais ou menos essa a distância... mas então qual seria a latitude ou longitude em que estou?” (Alice não tinha a menor ideia do que fosse latitude ou longitude, mas achou que eram palavras muito imponentes). CARROLL, L. Aventuras de Alice: no País das Maravilhas, Através do espelho e outros textos. São Paulo: Summus, 1980. O texto descreve uma confusão da personagem em relação; ao tipo de projeção cartográfica.; aos contornos dos fusos horários.; à localização do norte magnético.; aos referenciais de posição relativa.; às distorções das formas continentais.;;0.0;0.0
20;LC;112112;A;20.0;0;;1.74167;1.51202;0.24386;AMARELA;578;20_LC_AMARELA_578_0;2020.0;AMARELA;0.0;20.0;;"          TEXTO I É pau, é pedra, é o fim do caminhoÉ um resto de toco, é um pouco sozinhoÉ um caco de vidro, é a vida, é o solÉ a noite, é a morte, é o laço, é o anzolÉ peroba-do-campo, é o nó da madeiraCaingá, candeia, é o matita-pereiraTOM JOBIM. Águas de março. O Tom de Jobim e o tal de João Bosco (disco de bolso). Salvador: Zen Produtora, 1972 (fragmento).TEXTO IIA inspiração súbita e certeira do compositor serve ainda de exemplo do lema antigo: nada vem do nada. Para ninguém, nem mesmo para Tom Jobim. Duas fontes são razoavelmente conhecidas. A primeira é o poema O caçador de esmeraldas , do mestre parnasiano Olavo Bilac: “Foi em março, ao findar da chuva, quase à entrada do outono, quando a terra em sede requeimada bebera longamente as águas da estação [...]”. E a outra é um ponto de macumba, gravado com sucesso por J. B. Carvalho, do Conjunto Tupi: “É pau, é pedra, é seixo miúdo, roda a baiana por cima de tudo”. Combinar Olavo Bilac e macumba já seria bom; mas o que se vê em Águas de março vai muito além: tudo se transforma numa outra coisa e numa outra música, que recompõem o mundo para nós.NESTROVSKI, A. O samba mais bonito do mundo. In: Três canções de Tom Jobim. São Paulo: Cosac Naify, 2004.Ao situar a composição no panorama cultural brasileiro, o Texto II destaca o(a)A  diálogo que a letra da canção estabelece com diferentes tradições da cultura nacional.B  singularidade com que o compositor converte referências eruditas em populares.C  caráter inovador com que o compositor concebe o processo de criação artística. D  relativização que a letra da canção promove na concepção tradicional de originalidade. E  resgate que a letra da canção promove de obras pouco conhecidas pelo público no país.";" TEXTO I É pau, é pedra, é o fim do caminho É um resto de toco, é um pouco sozinhoÉ um caco de vidro, é a vida, é o solÉ a noite, é a morte, é o laço, é o anzolÉ peroba-do-campo, é o nó da madeiraCaingá, candeia, é o matita-pereira TOM JOBIM. Águas de março. O Tom de Jobim e o tal de João Bosco (disco de bolso). Salvador: Zen Produtora, 1972 (fragmento). TEXTO II A inspiração súbita e certeira do compositor serve ainda de exemplo do lema antigo: nada vem do nada. Para ninguém, nem mesmo para Tom Jobim. Duas fontes são razoavelmente conhecidas. A primeira é o poema O caçador de esmeraldas , do mestre parnasiano Olavo Bilac: “Foi em março, ao findar da chuva, quase à entrada do outono, quando a terra em sede requeimada bebera longamente as águas da estação [...]”. E a outra é um ponto de macumba, gravado com sucesso por J. B. Carvalho, do Conjunto Tupi: “É pau, é pedra, é seixo miúdo, roda a baiana por cima de tudo”. Combinar Olavo Bilac e macumba já seria bom; mas o que se vê em Águas de março vai muito além: tudo se transforma numa outra coisa e numa outra música, que recompõem o mundo para nós. NESTROVSKI, A. O samba mais bonito do mundo. In: Três canções de Tom Jobim. São Paulo: Cosac Naify, 2004. Ao situar a composição no panorama cultural brasileiro, o Texto II destaca o(a)";"inspiração súbita e certeira do compositor serve ainda de exemplo do lema antigo: nada vem do nada. Para ninguém, nem mesmo para Tom Jobim. Duas fontes são razoavelmente conhecidas. A primeira é o poema O caçador de esmeraldas , do mestre parnasiano Olavo Bilac: “Foi em março, ao findar da chuva, quase à entrada do outono, quando a terra em sede requeimada bebera longamente as águas da estação [...]”. E a outra é um ponto de macumba, gravado com sucesso por J. B. Carvalho, do Conjunto Tupi: “É pau, é pedra, é seixo miúdo, roda a baiana por cima de tudo”. Combinar Olavo Bilac e macumba já seria bom; mas o que se vê em Águas de março vai muito além: tudo se transforma numa outra coisa e numa outra música, que recompõem o mundo para nós. NESTROVSKI, A. O samba mais bonito do mundo. In: Três canções de Tom Jobim. São Paulo: Cosac Naify, 2004. Ao situar a composição no panorama cultural brasileiro, o Texto II destaca o(a) A diálogo que a letra da canção estabelece com diferentes tradições da cultura nacional."; singularidade com que o compositor converte referências eruditas em populares.; caráter inovador com que o compositor concebe o processo de criação artística. ; relativização que a letra da canção promove na concepção tradicional de originalidade. ; resgate que a letra da canção promove de obras pouco conhecidas pelo público no país. ;;0.0;0.0
36;LC;112130;E;25.0;0;;2.15389;1.14557;0.10595;AMARELA;578;36_LC_AMARELA_578_0;2020.0;AMARELA;0.0;36.0;;          Disponível em: www.globofilmes.globo.com. Acesso em: 13 dez. 2017 (adaptado).A frase, título do filme, reproduz uma variedade linguística recorrente na fala de muitos brasileiros. Essa estrutura caracteriza-se pelo(a)A  uso de uma marcação temporal.B  imprecisão do referente de pessoa.C  organização interrogativa da frase.D  utilização de um verbo de ação.E  apagamento de uma preposição.   ; Disponível em: www.globofilmes.globo.com. Acesso em: 13 dez. 2017 (adaptado). A frase, título do filme, reproduz uma variedade linguística recorrente na fala de muitos brasileiros. Essa estrutura caracteriza-se pelo(a);frase, título do filme, reproduz uma variedade linguística recorrente na fala de muitos brasileiros. Essa estrutura caracteriza-se pelo(a) A uso de uma marcação temporal.; imprecisão do referente de pessoa.; organização interrogativa da frase.; utilização de um verbo de ação.; apagamento de uma preposição. ;;0.0;0.0
17;LC;112138;A;20.0;0;;1.52123;1.91811;0.18523;AMARELA;578;17_LC_AMARELA_578_0;2020.0;AMARELA;0.0;17.0;;          É possível afirmar que muitas expressões idiomáticas transmitidas pela cultura regional possuem autores anônimos, no entanto, algumas delas surgiram em consequência de contextos históricos bem curiosos. “Aquele é um cabra da peste” é um bom exemplo dessas construções.Para compreender essa expressão tão repetida no Nordeste brasileiro, faz-se necessário voltar o olhar para o século 16. “Cabra” remete à forma com que os navegadores portugueses chamavam os índios. Já “peste” estaria ligada à questão da superação e resistência, ou mesmo uma associação com o diabo. Assim, com o passar dos anos, passou-se a utilizar tal expressão para denominar qualquer indivíduo que se mostre corajoso, ou mesmo insolente, já que a expressão pode ter caráter positivo ou negativo. Aliás, quem já não ficou de “nhe-nhe-nhém” por aí? O termo, que normalmente tem significado de conversa interminável, monótona ou resmungo, tem origem no tupi-guarani e “nhém” significa “falar”.Disponível em: http:leiturasdahistoria.uol.com.br. Acesso em: 13 dez. 2017.A leitura do texto permite ao leitor entrar em contato comA  registros do inventário do português brasileiro.B  justificativas da variedade linguística do país.C  influências da fala do nordestino no uso da língua.D  explorações do falar de um grupo social específico.E  representações da mudança linguística do português.; É possível afirmar que muitas expressões idiomáticas transmitidas pela cultura regional possuem autores anônimos, no entanto, algumas delas surgiram em consequência de contextos históricos bem curiosos. “Aquele é um cabra da peste” é um bom exemplo dessas construções. Para compreender essa expressão tão repetida no Nordeste brasileiro, faz-se necessário voltar o olhar para o século 16. “Cabra” remete à forma com que os navegadores portugueses chamavam os índios. Já “peste” estaria ligada à questão da superação e resistência, ou mesmo uma associação com o diabo. Assim, com o passar dos anos, passou-se a utilizar tal expressão para denominar qualquer indivíduo que se mostre corajoso, ou mesmo insolente, já que a expressão pode ter caráter positivo ou negativo. Aliás, quem já não ficou de “nhe-nhe-nhém” por aí? O termo, que normalmente tem significado de conversa interminável, monótona ou resmungo, tem origem no tupi-guarani e “nhém” significa “falar”. Disponível em: http:leiturasdahistoria.uol.com.br. Acesso em: 13 dez. 2017. A leitura do texto permite ao leitor entrar em contato com;leitura do texto permite ao leitor entrar em contato com A registros do inventário do português brasileiro.; justificativas da variedade linguística do país.; influências da fala do nordestino no uso da língua.; explorações do falar de um grupo social específico.; representações da mudança linguística do português.;;0.0;0.0
10;LC;112151;D;27.0;0;;3.32308;1.49208;0.18606;AMARELA;578;10_LC_AMARELA_578_0;2020.0;AMARELA;0.0;10.0;;          DECRETO N. 28 314, DE 28 DE SETEMBRO DE 2007Demite o Gerúndio do Distrito Federal e dá outras providências.O GOVERNADOR DO DISTRITO FEDERAL, no uso das atribuições que lhe confere o artigo 100, incisos VII e XXVI, da Lei Orgânica do Distrito Federal, DECRETA:Art. 1° Fica demitido o Gerúndio de todos os órgãos do Governo do Distrito Federal.Art. 2° Fica proibido, a partir desta data, o uso do gerúndio para desculpa de INEFICIÊNCIA.Art. 3° Este Decreto entra em vigor na data de sua publicação.Art. 4º Revogam-se as disposições em contrário.Brasília, 28 de setembro de 2007.119º da República e 48º de BrasíliaDisponível em: www.dodf.gov.br. Acesso em: 11 dez. 2017.Esse decreto pauta-se na ideia de que o uso do gerúndio, como “desculpa de ineficiência”, indicaA  conclusão de uma ação.B  realização de um evento.C  repetição de uma prática.D  continuidade de um processo.E  transferência de responsabilidade.; DECRETO N. 28 314, DE 28 DE SETEMBRO DE 2007 Demite o Gerúndio do Distrito Federal e dá outras providências. O GOVERNADOR DO DISTRITO FEDERAL, no uso das atribuições que lhe confere o artigo 100, incisos VII e XXVI, da Lei Orgânica do Distrito Federal, DECRETA: Art. 1° Fica demitido o Gerúndio de todos os órgãos do Governo do Distrito Federal.Art. 2° Fica proibido, a partir desta data, o uso do gerúndio para desculpa de INEFICIÊNCIA.Art. 3° Este Decreto entra em vigor na data de sua publicação.Art. 4º Revogam-se as disposições em contrário. Brasília, 28 de setembro de 2007. 119º da República e 48º de Brasília Disponível em: www.dodf.gov.br. Acesso em: 11 dez. 2017. Esse decreto pauta-se na ideia de que o uso do gerúndio, como “desculpa de ineficiência”, indica; conclusão de uma ação.; realização de um evento.; repetição de uma prática.; continuidade de um processo.; transferência de responsabilidade.;;0.0;0.0
65;CH;118135;A;23.0;0;;1.60808;-0.32296;0.09046;AZUL;879;65_CH_AZUL;2021.0;AZUL;1.0;65.0;CH;Ao mesmo tempo, graças às amplas possibilidades que tive de observar a classemédia, vossa adversária, rapidamente concluí que vós tendes razão, inteira razão, emnão esperar dela qualquer ajuda. Seus interesses são diametralmente opostos aosvossos, mesmo que ela procure incessantemente afirmar o contrário e vos queirapersuadir que sente a maior simpatia por vossa sorte. Mas seus atos desmentem suaspalavras.ENGELS, F . A situação da classe trabalhadora na Inglaterra . São Paulo: Boitempo, 2010.No texto, o autor apresenta delineamentos éticos que correspondem ao(s)Aconceito de luta de classes.Balicerce da ideia de mais-valia.Cfundamentos do método científico.Dparadigmas do processo indagativo.Edomínios do fetichismo da mercadoria. ; Ao mesmo tempo, graças às amplas possibilidades que tive de observar a classe média, vossa adversária, rapidamente concluí que vós tendes razão, inteira razão, em não esperar dela qualquer ajuda. Seus interesses são diametralmente opostos aos vossos, mesmo que ela procure incessantemente afirmar o contrário e vos queira persuadir que sente a maior simpatia por vossa sorte. Mas seus atos desmentem suas palavras. ENGELS, F . A situação da classe trabalhadora na Inglaterra . São Paulo: Boitempo, 2010. No texto, o autor apresenta delineamentos éticos que correspondem ao(s);o mesmo tempo, graças às amplas possibilidades que tive de observar a classe média, vossa adversária, rapidamente concluí que vós tendes razão, inteira razão, em não esperar dela qualquer ajuda. Seus interesses são diametralmente opostos aos vossos, mesmo que ela procure incessantemente afirmar o contrário e vos queira persuadir que sente a maior simpatia por vossa sorte. Mas seus atos desmentem suas palavras. ENGELS, F . A situação da classe trabalhadora na Inglaterra . São Paulo: Boitempo, 2010. No texto, o autor apresenta delineamentos éticos que correspondem ao(s) Aconceito de luta de classes.;alicerce da ideia de mais-valia.;fundamentos do método científico.;paradigmas do processo indagativo.;NGELS, F . A situação da classe trabalhadora na Inglaterra . São Paulo: Boitempo, 2010. No texto, o autor apresenta delineamentos éticos que correspondem ao(s) Aconceito de luta de classes. Balicerce da ideia de mais-valia. Cfundamentos do método científico. Dparadigmas do processo indagativo. Edomínios do fetichismo da mercadoria. ;;;
78;CH;118129;A;14.0;0;;3.22966;0.96248;0.14036;AZUL;879;78_CH_AZUL;2021.0;AZUL;1.0;78.0;CH;"TEXT O IMacaulay enfatizou o glorioso acontecimento representado pela luta do Parlamentocontra Carlos I em prol da liberdade política e religiosa do povo inglês; significou oprimeiro confron to entre a liberdade e a tirania real, primeiro combate em favor doIluminismo e do Liberalismo.ARRUDA, J. J. A. Perspectivas da Revolução Inglesa. Rev. Bras. Hist ., n. 7, 1984 (adaptado).TEXT O IIA Revol ução Inglesa, como todas as revoluções, foi causada pela ruptura da velhasociedade, e não pelos desejos da velha burguesia. Na década de 1640, camponeses serevoltaram contr a os cercamentos, tecelões contra a miséria resultante da depressão e oscrentes contra o Anticristo a fim de instalar o reino de Cristo na T erra.HILL, C. Uma revolução burguesa? Rev. Bras. Hist ., n. 7, 1984 (adaptado).A conce pção da Revolução Inglesa apresentada no Texto II diferencia-se da do Texto I aodestacar a existência deApluralidade das demandas sociais.Bhomogeneidade das lutas religiosas.Cunicidade das abordagens históricas.Dsuperficialidade dos interesses políticos.Esuperioridade dos aspectos econômicos. ";" TEXT O I Macaulay enfatizou o glorioso acontecimento representado pela luta do Parlamento contra Carlos I em prol da liberdade política e religiosa do povo inglês; significou o primeiro confron to entre a liberdade e a tirania real, primeiro combate em favor do Iluminismo e do Liberalismo. ARRUDA, J. J. A. Perspectivas da Revolução Inglesa. Rev. Bras. Hist ., n. 7, 1984 (adaptado). TEXT O II A Revol ução Inglesa, como todas as revoluções, foi causada pela ruptura da velha sociedade, e não pelos desejos da velha burguesia. Na década de 1640, camponeses se revoltaram contr a os cercamentos, tecelões contra a miséria resultante da depressão e os crentes contra o Anticristo a fim de instalar o reino de Cristo na T erra. HILL, C. Uma revolução burguesa? Rev. Bras. Hist ., n. 7, 1984 (adaptado). A conce pção da Revolução Inglesa apresentada no Texto II diferencia-se da do Texto I ao destacar a existência de";RRUDA, J. J. A. Perspectivas da Revolução Inglesa. Rev. Bras. Hist ., n. 7, 1984 (adaptado). TEXT O II A Revol ução Inglesa, como todas as revoluções, foi causada pela ruptura da velha sociedade, e não pelos desejos da velha burguesia. Na década de 1640, camponeses se revoltaram contr a os cercamentos, tecelões contra a miséria resultante da depressão e os crentes contra o Anticristo a fim de instalar o reino de Cristo na T erra. HILL, C. Uma revolução burguesa? Rev. Bras. Hist ., n. 7, 1984 (adaptado). A conce pção da Revolução Inglesa apresentada no Texto II diferencia-se da do Texto I ao destacar a existência de Apluralidade das demandas sociais.;homogeneidade das lutas religiosas.;unicidade das abordagens históricas.;superficialidade dos interesses políticos.;superioridade dos aspectos econômicos. ;;;
77;CH;125716;A;4.0;0;;2.56315;0.92494;0.16284;AZUL;879;77_CH_AZUL;2021.0;AZUL;1.0;77.0;CH;Por que o Brasil continuou um só enquanto a América espanhola se dividiu emvários países?Para o historiad or brasileiro José Murilo de Carvalho, no Brasi l, parte da sociedadeera muito mais coesa ideologicamente do que a espanhola. Carvalho argumenta que issose deveu à tradição burocrática portuguesa. “Portugal nunca permitiu a criação deuniversidades em sua colônia”. Por outro lado, na América espa nhola, entre 1772 e 1872,150 mil estudantes se formaram em universidades locais. Para o historiador mexicanoAlfredo Ávila Rueda, as universidades na América espanhola  eram, em sua maioria,reacionárias. Nesse sentido, o historiador mexicano diz acreditar que a livre circulação deimpressos (jornais, livros e panfletos) na América espanhola, que não era permitida naAmérica portugu esa (a proibição só foi revertida em 1808), teve função muito maisimportante na construção de regionalismos do que propriamente as universidades.BARRUCHO, L. Disponível em: www .bbc.com. Acesso em: 8 set. 2019 (adaptado).Os pontos de vista dos historiadores referidos no texto são divergentes em relação aoApapel desempenhado pelas instituições de ensino na criação das múltiplasidentidades.Bcontrole exercido pelos grupo s de imprensa na centralização das esferasadministrativas.Cabandono sofrid o pelas comunidades de docentes na concepção de coletividadespolíticas.Dlugar ocupado pelas associações de acadêmicos no fortalecimento dasagremiações estudantis.Eprotagonismo assumido pelos meios de comunicação no desenvolvimento dasnações alfabetizadas. ; Por que o Brasil continuou um só enquanto a América espanhola se dividiu em vários países? Para o historiad or brasileiro José Murilo de Carvalho, no Brasi l, parte da sociedade era muito mais coesa ideologicamente do que a espanhola. Carvalho argumenta que isso se deveu à tradição burocrática portuguesa. “Portugal nunca permitiu a criação de universidades em sua colônia”. Por outro lado, na América espa nhola, entre 1772 e 1872, 150 mil estudantes se formaram em universidades locais. Para o historiador mexicano Alfredo Ávila Rueda, as universidades na América espanhola eram, em sua maioria, reacionárias. Nesse sentido, o historiador mexicano diz acreditar que a livre circulação de impressos (jornais, livros e panfletos) na América espanhola, que não era permitida na América portugu esa (a proibição só foi revertida em 1808), teve função muito mais importante na construção de regionalismos do que propriamente as universidades. BARRUCHO, L. Disponível em: www .bbc.com. Acesso em: 8 set. 2019 (adaptado). Os pontos de vista dos historiadores referidos no texto são divergentes em relação ao;lfredo Ávila Rueda, as universidades na América espanhola eram, em sua maioria, reacionárias. Nesse sentido, o historiador mexicano diz acreditar que a livre circulação de impressos (jornais, livros e panfletos) na América espanhola, que não era permitida na América portugu esa (a proibição só foi revertida em 1808), teve função muito mais importante na construção de regionalismos do que propriamente as universidades.;ARRUCHO, L. Disponível em: www .bbc.com. Acesso em: 8 set. 2019 (adaptado). Os pontos de vista dos historiadores referidos no texto são divergentes em relação ao Apapel desempenhado pelas instituições de ensino na criação das múltiplas identidades. Bcontrole exercido pelos grupo s de imprensa na centralização das esferas administrativas.;abandono sofrid o pelas comunidades de docentes na concepção de coletividades políticas.;lugar ocupado pelas associações de acadêmicos no fortalecimento das agremiações estudantis.;protagonismo assumido pelos meios de comunicação no desenvolvimento das nações alfabetizadas. ;;;
63;CH;111936;B;30.0;0;;1.98717;1.20976;0.16546;AZUL;879;63_CH_AZUL;2021.0;AZUL;1.0;63.0;CH;As atividades mineradoras têm criado conflitos com extrativistas, quilombolas,pequenos agricultores, ribeirinhos, pescadores artesanais e povos indígenas. Em geral,estes sujeitos têm encontrado grande dificuldade de reproduzir suas dinâmicas territoriaisdepois da instalação da atividade mineradora, nem sempre com reconhecimento doimpacto ao seu território pelo Estado e pela empresa, ficando sem qualquer tipo decompensação econômica. Em outros casos, nem a compensa ção econômica tem sidocapaz de evitar o esgarçamento das relações sociais destes grupos que sofrem com areconstrução abrupta das suas identidades e de suas dinâmicas territoriais.PALHET A, J. M. et al. Conflitos pelo uso do território na Amazônia mineral. Mercator , n. 16, 2017.O texto apresen ta uma relação entre atividade econômica e organização social marcadapelo(a)Aescassez de incentivo cultural.Brompimento de vínculos locais.Ccarência de investimento financeiro.Destabelecimento de práticas agroecológicas.Eenriquecimento das comunidades autóctones. ; As atividades mineradoras têm criado conflitos com extrativistas, quilombolas, pequenos agricultores, ribeirinhos, pescadores artesanais e povos indígenas. Em geral, estes sujeitos têm encontrado grande dificuldade de reproduzir suas dinâmicas territoriais depois da instalação da atividade mineradora, nem sempre com reconhecimento do impacto ao seu território pelo Estado e pela empresa, ficando sem qualquer tipo de compensação econômica. Em outros casos, nem a compensa ção econômica tem sido capaz de evitar o esgarçamento das relações sociais destes grupos que sofrem com a reconstrução abrupta das suas identidades e de suas dinâmicas territoriais. PALHET A, J. M. et al. Conflitos pelo uso do território na Amazônia mineral. Mercator , n. 16, 2017. O texto apresen ta uma relação entre atividade econômica e organização social marcada pelo(a);s atividades mineradoras têm criado conflitos com extrativistas, quilombolas, pequenos agricultores, ribeirinhos, pescadores artesanais e povos indígenas. Em geral, estes sujeitos têm encontrado grande dificuldade de reproduzir suas dinâmicas territoriais depois da instalação da atividade mineradora, nem sempre com reconhecimento do impacto ao seu território pelo Estado e pela empresa, ficando sem qualquer tipo de compensação econômica. Em outros casos, nem a compensa ção econômica tem sido capaz de evitar o esgarçamento das relações sociais destes grupos que sofrem com a reconstrução abrupta das suas identidades e de suas dinâmicas territoriais. PALHET A, J. M. et al. Conflitos pelo uso do território na Amazônia mineral. Mercator , n. 16, 2017. O texto apresen ta uma relação entre atividade econômica e organização social marcada pelo(a) Aescassez de incentivo cultural.;rompimento de vínculos locais.;carência de investimento financeiro.;estabelecimento de práticas agroecológicas.;enriquecimento das comunidades autóctones. ;;;
80;CH;88561;C;9.0;0;;1.78332;2.10818;0.177;AZUL;879;80_CH_AZUL;2021.0;AZUL;1.0;80.0;CH;Numa sociedade em transição,  a marcha da mudança, em diferentes graus, estáimpressa em todos os aspecto s da ordem social, especialmente no jogo político, quenessas sociedades sempre apresenta padrões característicos de ambivalência, cujasraízes sociais se encontram na coexistência de dois padrões de estrutura social: o padrãotradicional, em declínio, e o novo , emergente, em expansão. Em tais situações, é possívelencontrar , simultaneamente, apoio para uma orientação polític a ou para outra que sejaexatamente o seu oposto. O padrão ambivalente do processo político, nas sociedades emdesenvolvimento, é o que explica um dos seus traços mais salientes, e que consiste natendência ao adiamento das grandes decisões. Resulta daí que a inércia política ou aconvulsão política podem se suceder uma à outra em períodos surpreendentementecurtos.PINT O, L. A. C. Sociologia e desenvolvimento . Rio de Janeiro: Civilização Brasileira, 1975 (adaptado).De acordo com a perspectiva apresentada, central no pensamento social brasileiro dosanos 1950 e 1960, o desenvolvimento do país foi marcado porAradicalidade nas agendas de reforma das elites dirigentes.Banomalias na execução dos planos econômicos ortodoxos.Cdescompassos na construção de quadros institucionais modernos.Dilegitimidade na atuação dos movimentos de representação classista.Evagarosidade na dinâmica de aperfeiçoamento dos programas partidários. ; Numa sociedade em transição, a marcha da mudança, em diferentes graus, está impressa em todos os aspecto s da ordem social, especialmente no jogo político, que nessas sociedades sempre apresenta padrões característicos de ambivalência, cujas raízes sociais se encontram na coexistência de dois padrões de estrutura social: o padrão tradicional, em declínio, e o novo , emergente, em expansão. Em tais situações, é possível encontrar , simultaneamente, apoio para uma orientação polític a ou para outra que seja exatamente o seu oposto. O padrão ambivalente do processo político, nas sociedades em desenvolvimento, é o que explica um dos seus traços mais salientes, e que consiste na tendência ao adiamento das grandes decisões. Resulta daí que a inércia política ou a convulsão política podem se suceder uma à outra em períodos surpreendentemente curtos. PINT O, L. A. C. Sociologia e desenvolvimento . Rio de Janeiro: Civilização Brasileira, 1975 (adaptado). De acordo com a perspectiva apresentada, central no pensamento social brasileiro dos anos 1950 e 1960, o desenvolvimento do país foi marcado por;radicalidade nas agendas de reforma das elites dirigentes.;anomalias na execução dos planos econômicos ortodoxos.;descompassos na construção de quadros institucionais modernos.;e acordo com a perspectiva apresentada, central no pensamento social brasileiro dos anos 1950 e 1960, o desenvolvimento do país foi marcado por Aradicalidade nas agendas de reforma das elites dirigentes. Banomalias na execução dos planos econômicos ortodoxos. Cdescompassos na construção de quadros institucionais modernos. Dilegitimidade na atuação dos movimentos de representação classista.;vagarosidade na dinâmica de aperfeiçoamento dos programas partidários. ;;;
73;CH;88342;A;15.0;0;;1.63154;1.32755;0.10703;AZUL;879;73_CH_AZUL;2021.0;AZUL;1.0;73.0;CH;Quando Getúlio  Vargas se suicidou, em agosto de 1954, o país parecia à beira docaos. Acuado por uma grave crise política, o velho líder preferiu uma bala no peito àhumilhação de aceitar uma nova deposição, como a que sofrera em outubro de 1945.Entretanto, ao contrário do que imaginavam os inimigos, ao ruído do estampido não seseguiu o silêncio que cerca a derrota.REIS FILHO, D. A. O Estado à sombra de V argas. Revista Nossa História , n. 7, maio 2004.O evento analisado no texto teve como repercussão imediata na política nacional aAreação popular .Bintervenção militar .Cabertura democrática.Dcampanha anticomunista.Eradicalização oposicionista. ; Quando Getúlio Vargas se suicidou, em agosto de 1954, o país parecia à beira do caos. Acuado por uma grave crise política, o velho líder preferiu uma bala no peito à humilhação de aceitar uma nova deposição, como a que sofrera em outubro de 1945. Entretanto, ao contrário do que imaginavam os inimigos, ao ruído do estampido não se seguiu o silêncio que cerca a derrota. REIS FILHO, D. A. O Estado à sombra de V argas. Revista Nossa História , n. 7, maio 2004. O evento analisado no texto teve como repercussão imediata na política nacional a;reação popular .;intervenção militar .;abertura democrática.;campanha anticomunista.;ntretanto, ao contrário do que imaginavam os inimigos, ao ruído do estampido não se seguiu o silêncio que cerca a derrota. REIS FILHO, D. A. O Estado à sombra de V argas. Revista Nossa História , n. 7, maio 2004. O evento analisado no texto teve como repercussão imediata na política nacional a Areação popular . Bintervenção militar . Cabertura democrática. Dcampanha anticomunista. Eradicalização oposicionista. ;;;
54;CH;96872;C;16.0;0;;2.15046;1.07751;0.23671;AZUL;879;54_CH_AZUL;2021.0;AZUL;1.0;54.0;CH;O uso de novas tecnologias envolve a assimilação de uma cultura empresarial naqual haja a integração entre as propostas de modernização tecnológica e aracionalização. Nem sempre o uso de novas tecnologias é apenas um processo técnicona medida em que pressupõe uma nova orientação no controle do capital, no processoprodutivo e na qualificação da mão de obra. Dos diversos efeitos que derivaram dessaorientação, a terceirização, a precarização e a flexibilização aparecem com constânciacomo características do paradigma flexível, em substituição ao modelo taylorista-fordista. HERÉDIA, V . Novas tecnologias nos processos de trabalho: efeitos da reestruturação produtiva.  Scripta Nova , n. 170, ago. 2004 (adaptado).O uso de novas tecnologias relacionado ao controle empresarial é criticado no texto emrazão daAoperacionalização da tarefa laboral.Bcapacitação de profissionais liberais.Cfragilização das relações de trabalho.Dhierarquização dos cargos executivos.Eaplicação dos conhecimentos da ciência. ; O uso de novas tecnologias envolve a assimilação de uma cultura empresarial na qual haja a integração entre as propostas de modernização tecnológica e a racionalização. Nem sempre o uso de novas tecnologias é apenas um processo técnico na medida em que pressupõe uma nova orientação no controle do capital, no processo produtivo e na qualificação da mão de obra. Dos diversos efeitos que derivaram dessa orientação, a terceirização, a precarização e a flexibilização aparecem com constância como características do paradigma flexível, em substituição ao modelo taylorista-fordista. HERÉDIA, V . Novas tecnologias nos processos de trabalho: efeitos da reestruturação produtiva. Scripta Nova , n. 170, ago. 2004 (adaptado). O uso de novas tecnologias relacionado ao controle empresarial é criticado no texto em razão da;operacionalização da tarefa laboral.;capacitação de profissionais liberais.;fragilização das relações de trabalho.;hierarquização dos cargos executivos.;aplicação dos conhecimentos da ciência. ;;;
